Product Name,Category,Subcategory,Weight (kg),Material Composition,Distance (km),Recyclable,Repairable,Lifespan (yrs),Packaging Used,Eco Score,Carbon Footprint (kg CO2e),Is Eco-Friendly
Godrej 7 kg Washing Machine Var50,Electronics,Washing Machine,34.079,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1619,Yes,Yes,11,Plastic,0.57,257.2,No
Philips 9W LED Bulb Var50,Electronics,LED Bulb,0.081,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1000,Yes,No,4,Paper,0.76,10.02,Yes
Organic Bananas (1kg) Var50,Grocery,Bananas,0.986,Organic 100%,191,Yes,No,1,None,0.9,1.96,Yes
Amul Gold Milk 1L Var50,Grocery,Milk,1.054,"Organic 90%, Plastic 10%",514,No,No,1,Tetrapak,0.62,3.38,Yes
Khadi Natural Herbal Shampoo Var50,Personal Care,Shampoo,0.497,"Plastic 60%, Organic 40%",295,Yes,No,2,Plastic,0.7,8.89,Yes
Apple iPhone 15 Var51,Electronics,Smartphone,0.171,"Aluminum 70%, Silicon 20%, Plastic 10%",4706,Yes,Yes,7,Cardboard,0.61,77.08,No
MacBook Air M2 Var51,Electronics,Laptop,1.272,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4730,Yes,Yes,8,Cardboard,0.67,159.27,No
Samsung Galaxy S24 Var51,Electronics,Smartphone,0.169,"Aluminum 60%, Glass 30%, Plastic 10%",4500,Yes,Yes,5,Cardboard,0.61,68.51,No
HP Pavilion x360 Var51,Electronics,Laptop,1.733,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3612,Yes,Yes,5,Cardboard,0.63,131.38,No
Samsung 322L Refrigerator Var51,Electronics,Refrigerator,56.0,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2109,Yes,Yes,13,Plastic,0.58,289.55,No
Godrej 7 kg Washing Machine Var51,Electronics,Washing Machine,35.354,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1635,Yes,Yes,9,Plastic,0.57,251.73,No
Philips 9W LED Bulb Var51,Electronics,LED Bulb,0.078,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",984,Yes,No,4,Paper,0.74,10.3,Yes
Organic Bananas (1kg) Var51,Grocery,Bananas,1.017,Organic 100%,207,Yes,No,1,None,0.85,2.09,Yes
Amul Gold Milk 1L Var51,Grocery,Milk,1.018,"Organic 90%, Plastic 10%",497,No,No,1,Tetrapak,0.61,3.52,Yes
Khadi Natural Herbal Shampoo Var51,Personal Care,Shampoo,0.496,"Plastic 60%, Organic 40%",324,Yes,No,2,Plastic,0.68,8.19,Yes
Apple iPhone 15 Var52,Electronics,Smartphone,0.178,"Aluminum 70%, Silicon 20%, Plastic 10%",5140,Yes,Yes,6,Cardboard,0.63,79.35,No
MacBook Air M2 Var52,Electronics,Laptop,1.273,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5460,Yes,Yes,8,Cardboard,0.63,158.44,No
Samsung Galaxy S24 Var52,Electronics,Smartphone,0.164,"Aluminum 60%, Glass 30%, Plastic 10%",4541,Yes,Yes,6,Cardboard,0.66,72.32,No
HP Pavilion x360 Var52,Electronics,Laptop,1.649,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4015,Yes,Yes,7,Cardboard,0.57,130.44,No
Samsung 322L Refrigerator Var52,Electronics,Refrigerator,54.409,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2142,Yes,Yes,13,Plastic,0.6,288.17,No
Godrej 7 kg Washing Machine Var52,Electronics,Washing Machine,34.787,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1499,Yes,Yes,9,Plastic,0.52,253.97,No
Philips 9W LED Bulb Var52,Electronics,LED Bulb,0.08,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1055,Yes,No,5,Paper,0.7,9.66,Yes
Organic Bananas (1kg) Var52,Grocery,Bananas,1.011,Organic 100%,209,Yes,No,1,None,0.89,1.94,Yes
Amul Gold Milk 1L Var52,Grocery,Milk,1.023,"Organic 90%, Plastic 10%",531,No,No,1,Tetrapak,0.65,3.58,Yes
Khadi Natural Herbal Shampoo Var52,Personal Care,Shampoo,0.501,"Plastic 60%, Organic 40%",295,Yes,No,1,Plastic,0.7,8.45,Yes
Apple iPhone 15 Var53,Electronics,Smartphone,0.178,"Aluminum 70%, Silicon 20%, Plastic 10%",5089,Yes,Yes,5,Cardboard,0.59,76.08,No
MacBook Air M2 Var53,Electronics,Laptop,1.257,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5018,Yes,Yes,8,Cardboard,0.62,156.62,No
Samsung Galaxy S24 Var53,Electronics,Smartphone,0.17,"Aluminum 60%, Glass 30%, Plastic 10%",5051,Yes,Yes,7,Cardboard,0.67,72.84,No
HP Pavilion x360 Var53,Electronics,Laptop,1.683,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4280,Yes,Yes,7,Cardboard,0.66,137.79,No
Samsung 322L Refrigerator Var53,Electronics,Refrigerator,53.975,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1832,Yes,Yes,12,Plastic,0.56,298.8,No
Godrej 7 kg Washing Machine Var53,Electronics,Washing Machine,34.257,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1419,Yes,Yes,11,Plastic,0.58,242.76,No
Philips 9W LED Bulb Var53,Electronics,LED Bulb,0.079,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",994,Yes,No,4,Paper,0.72,10.22,Yes
Organic Bananas (1kg) Var53,Grocery,Bananas,0.992,Organic 100%,208,Yes,No,1,None,0.88,2.02,Yes
Amul Gold Milk 1L Var53,Grocery,Milk,1.038,"Organic 90%, Plastic 10%",508,No,No,1,Tetrapak,0.6,3.67,No
Khadi Natural Herbal Shampoo Var53,Personal Care,Shampoo,0.492,"Plastic 60%, Organic 40%",275,Yes,No,1,Plastic,0.66,8.22,Yes
Apple iPhone 15 Var54,Electronics,Smartphone,0.173,"Aluminum 70%, Silicon 20%, Plastic 10%",5081,Yes,Yes,5,Cardboard,0.62,82.48,No
MacBook Air M2 Var54,Electronics,Laptop,1.239,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4606,Yes,Yes,8,Cardboard,0.69,155.23,No
Samsung Galaxy S24 Var54,Electronics,Smartphone,0.165,"Aluminum 60%, Glass 30%, Plastic 10%",4805,Yes,Yes,5,Cardboard,0.63,71.47,No
HP Pavilion x360 Var54,Electronics,Laptop,1.716,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4321,Yes,Yes,7,Cardboard,0.64,132.06,No
Samsung 322L Refrigerator Var54,Electronics,Refrigerator,55.614,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2114,Yes,Yes,11,Plastic,0.6,299.21,No
Godrej 7 kg Washing Machine Var54,Electronics,Washing Machine,34.446,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1440,Yes,Yes,10,Plastic,0.57,238.73,No
Philips 9W LED Bulb Var54,Electronics,LED Bulb,0.08,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",909,Yes,No,4,Paper,0.74,9.59,Yes
Organic Bananas (1kg) Var54,Grocery,Bananas,0.995,Organic 100%,188,Yes,No,1,None,0.87,2.1,Yes
Amul Gold Milk 1L Var54,Grocery,Milk,1.0,"Organic 90%, Plastic 10%",506,No,No,2,Tetrapak,0.61,3.42,Yes
Khadi Natural Herbal Shampoo Var54,Personal Care,Shampoo,0.503,"Plastic 60%, Organic 40%",308,Yes,No,2,Plastic,0.62,8.39,Yes
Apple iPhone 15 Var55,Electronics,Smartphone,0.169,"Aluminum 70%, Silicon 20%, Plastic 10%",5247,Yes,Yes,6,Cardboard,0.61,78.78,No
MacBook Air M2 Var55,Electronics,Laptop,1.23,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4680,Yes,Yes,6,Cardboard,0.65,154.02,No
Samsung Galaxy S24 Var55,Electronics,Smartphone,0.168,"Aluminum 60%, Glass 30%, Plastic 10%",5149,Yes,Yes,5,Cardboard,0.6,72.48,No
HP Pavilion x360 Var55,Electronics,Laptop,1.739,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4024,Yes,Yes,5,Cardboard,0.57,137.95,No
Samsung 322L Refrigerator Var55,Electronics,Refrigerator,55.669,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2161,Yes,Yes,12,Plastic,0.62,308.02,No
Godrej 7 kg Washing Machine Var55,Electronics,Washing Machine,34.758,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1639,Yes,Yes,11,Plastic,0.53,250.98,No
Philips 9W LED Bulb Var55,Electronics,LED Bulb,0.081,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1066,Yes,No,6,Paper,0.67,10.43,Yes
Organic Bananas (1kg) Var55,Grocery,Bananas,0.989,Organic 100%,182,Yes,No,1,None,0.88,1.95,Yes
Amul Gold Milk 1L Var55,Grocery,Milk,1.032,"Organic 90%, Plastic 10%",496,No,No,1,Tetrapak,0.64,3.58,Yes
Khadi Natural Herbal Shampoo Var55,Personal Care,Shampoo,0.511,"Plastic 60%, Organic 40%",295,Yes,No,2,Plastic,0.61,8.3,Yes
Apple iPhone 15 Var56,Electronics,Smartphone,0.174,"Aluminum 70%, Silicon 20%, Plastic 10%",5188,Yes,Yes,5,Cardboard,0.59,76.32,No
MacBook Air M2 Var56,Electronics,Laptop,1.221,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5346,Yes,Yes,8,Cardboard,0.67,153.23,No
Samsung Galaxy S24 Var56,Electronics,Smartphone,0.166,"Aluminum 60%, Glass 30%, Plastic 10%",4772,Yes,Yes,6,Cardboard,0.66,66.8,No
HP Pavilion x360 Var56,Electronics,Laptop,1.709,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4029,Yes,Yes,7,Cardboard,0.57,133.16,No
Samsung 322L Refrigerator Var56,Electronics,Refrigerator,55.713,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2066,Yes,Yes,13,Plastic,0.6,290.34,No
Godrej 7 kg Washing Machine Var56,Electronics,Washing Machine,34.586,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1532,Yes,Yes,10,Plastic,0.53,260.51,No
Philips 9W LED Bulb Var56,Electronics,LED Bulb,0.082,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1054,Yes,No,6,Paper,0.71,10.15,Yes
Organic Bananas (1kg) Var56,Grocery,Bananas,0.972,Organic 100%,187,Yes,No,1,None,0.91,2.06,Yes
Amul Gold Milk 1L Var56,Grocery,Milk,1.043,"Organic 90%, Plastic 10%",501,No,No,2,Tetrapak,0.66,3.36,Yes
Khadi Natural Herbal Shampoo Var56,Personal Care,Shampoo,0.501,"Plastic 60%, Organic 40%",271,Yes,No,2,Plastic,0.67,8.74,Yes
Apple iPhone 15 Var57,Electronics,Smartphone,0.174,"Aluminum 70%, Silicon 20%, Plastic 10%",5054,Yes,Yes,5,Cardboard,0.65,78.89,No
MacBook Air M2 Var57,Electronics,Laptop,1.269,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4974,Yes,Yes,8,Cardboard,0.66,160.15,No
Samsung Galaxy S24 Var57,Electronics,Smartphone,0.164,"Aluminum 60%, Glass 30%, Plastic 10%",4972,Yes,Yes,7,Cardboard,0.6,70.02,No
HP Pavilion x360 Var57,Electronics,Laptop,1.698,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4077,Yes,Yes,6,Cardboard,0.59,134.91,No
Samsung 322L Refrigerator Var57,Electronics,Refrigerator,56.037,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2035,Yes,Yes,11,Plastic,0.62,311.54,No
Godrej 7 kg Washing Machine Var57,Electronics,Washing Machine,35.844,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1384,Yes,Yes,10,Plastic,0.62,251.41,No
Philips 9W LED Bulb Var57,Electronics,LED Bulb,0.082,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1019,Yes,No,4,Paper,0.67,10.31,Yes
Organic Bananas (1kg) Var57,Grocery,Bananas,0.984,Organic 100%,208,Yes,No,2,None,0.86,2.02,Yes
Amul Gold Milk 1L Var57,Grocery,Milk,1.056,"Organic 90%, Plastic 10%",484,No,No,1,Tetrapak,0.62,3.62,Yes
Khadi Natural Herbal Shampoo Var57,Personal Care,Shampoo,0.5,"Plastic 60%, Organic 40%",323,Yes,No,2,Plastic,0.68,8.26,Yes
Apple iPhone 15 Var58,Electronics,Smartphone,0.175,"Aluminum 70%, Silicon 20%, Plastic 10%",5058,Yes,Yes,5,Cardboard,0.63,80.74,No
MacBook Air M2 Var58,Electronics,Laptop,1.216,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4574,Yes,Yes,6,Cardboard,0.62,164.08,No
Samsung Galaxy S24 Var58,Electronics,Smartphone,0.163,"Aluminum 60%, Glass 30%, Plastic 10%",4852,Yes,Yes,5,Cardboard,0.62,69.33,No
HP Pavilion x360 Var58,Electronics,Laptop,1.728,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4054,Yes,Yes,5,Cardboard,0.65,134.87,No
Samsung 322L Refrigerator Var58,Electronics,Refrigerator,53.784,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1969,Yes,Yes,13,Plastic,0.57,313.05,No
Godrej 7 kg Washing Machine Var58,Electronics,Washing Machine,34.612,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1413,Yes,Yes,11,Plastic,0.55,255.96,No
Philips 9W LED Bulb Var58,Electronics,LED Bulb,0.08,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",947,Yes,No,4,Paper,0.73,9.6,Yes
Organic Bananas (1kg) Var58,Grocery,Bananas,0.985,Organic 100%,181,Yes,No,2,None,0.92,2.09,Yes
Amul Gold Milk 1L Var58,Grocery,Milk,1.002,"Organic 90%, Plastic 10%",489,No,No,1,Tetrapak,0.61,3.49,Yes
Khadi Natural Herbal Shampoo Var58,Personal Care,Shampoo,0.506,"Plastic 60%, Organic 40%",303,Yes,No,2,Plastic,0.68,8.3,Yes
Apple iPhone 15 Var59,Electronics,Smartphone,0.179,"Aluminum 70%, Silicon 20%, Plastic 10%",4792,Yes,Yes,5,Cardboard,0.63,81.32,No
MacBook Air M2 Var59,Electronics,Laptop,1.254,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4843,Yes,Yes,8,Cardboard,0.66,165.75,No
Samsung Galaxy S24 Var59,Electronics,Smartphone,0.173,"Aluminum 60%, Glass 30%, Plastic 10%",4856,Yes,Yes,6,Cardboard,0.69,68.37,No
HP Pavilion x360 Var59,Electronics,Laptop,1.707,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4271,Yes,Yes,7,Cardboard,0.65,140.03,No
Samsung 322L Refrigerator Var59,Electronics,Refrigerator,54.322,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1877,Yes,Yes,13,Plastic,0.59,298.24,No
Godrej 7 kg Washing Machine Var59,Electronics,Washing Machine,34.449,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1548,Yes,Yes,11,Plastic,0.55,251.96,No
Philips 9W LED Bulb Var59,Electronics,LED Bulb,0.08,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1085,Yes,No,4,Paper,0.73,9.99,Yes
Organic Bananas (1kg) Var59,Grocery,Bananas,1.024,Organic 100%,217,Yes,No,1,None,0.94,1.94,Yes
Amul Gold Milk 1L Var59,Grocery,Milk,1.034,"Organic 90%, Plastic 10%",481,No,No,1,Tetrapak,0.58,3.56,No
Khadi Natural Herbal Shampoo Var59,Personal Care,Shampoo,0.503,"Plastic 60%, Organic 40%",306,Yes,No,2,Plastic,0.64,8.79,Yes
Apple iPhone 15 Var60,Electronics,Smartphone,0.179,"Aluminum 70%, Silicon 20%, Plastic 10%",4662,Yes,Yes,5,Cardboard,0.64,76.42,No
MacBook Air M2 Var60,Electronics,Laptop,1.268,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5132,Yes,Yes,8,Cardboard,0.64,160.95,No
Samsung Galaxy S24 Var60,Electronics,Smartphone,0.17,"Aluminum 60%, Glass 30%, Plastic 10%",4892,Yes,Yes,6,Cardboard,0.62,73.19,No
HP Pavilion x360 Var60,Electronics,Laptop,1.734,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4134,Yes,Yes,5,Cardboard,0.61,135.87,No
Samsung 322L Refrigerator Var60,Electronics,Refrigerator,54.746,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1812,Yes,Yes,13,Plastic,0.53,306.38,No
Godrej 7 kg Washing Machine Var60,Electronics,Washing Machine,34.119,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1598,Yes,Yes,11,Plastic,0.62,254.76,No
Philips 9W LED Bulb Var60,Electronics,LED Bulb,0.078,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1081,Yes,No,5,Paper,0.74,10.4,Yes
Organic Bananas (1kg) Var60,Grocery,Bananas,1.004,Organic 100%,183,Yes,No,1,None,0.92,2.04,Yes
Amul Gold Milk 1L Var60,Grocery,Milk,1.003,"Organic 90%, Plastic 10%",475,No,No,2,Tetrapak,0.57,3.43,No
Khadi Natural Herbal Shampoo Var60,Personal Care,Shampoo,0.503,"Plastic 60%, Organic 40%",293,Yes,No,3,Plastic,0.63,8.53,Yes
Apple iPhone 15 Var61,Electronics,Smartphone,0.176,"Aluminum 70%, Silicon 20%, Plastic 10%",4608,Yes,Yes,5,Cardboard,0.67,80.48,No
MacBook Air M2 Var61,Electronics,Laptop,1.23,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5493,Yes,Yes,8,Cardboard,0.66,164.72,No
Samsung Galaxy S24 Var61,Electronics,Smartphone,0.166,"Aluminum 60%, Glass 30%, Plastic 10%",5284,Yes,Yes,7,Cardboard,0.59,69.74,No
HP Pavilion x360 Var61,Electronics,Laptop,1.74,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4149,Yes,Yes,5,Cardboard,0.57,135.61,No
Samsung 322L Refrigerator Var61,Electronics,Refrigerator,53.491,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2170,Yes,Yes,11,Plastic,0.54,304.61,No
Godrej 7 kg Washing Machine Var61,Electronics,Washing Machine,34.642,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1378,Yes,Yes,10,Plastic,0.57,246.65,No
Philips 9W LED Bulb Var61,Electronics,LED Bulb,0.079,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",900,Yes,No,4,Paper,0.67,9.87,Yes
Organic Bananas (1kg) Var61,Grocery,Bananas,1.024,Organic 100%,207,Yes,No,2,None,0.89,1.93,Yes
Amul Gold Milk 1L Var61,Grocery,Milk,1.026,"Organic 90%, Plastic 10%",500,No,No,1,Tetrapak,0.6,3.37,No
Khadi Natural Herbal Shampoo Var61,Personal Care,Shampoo,0.51,"Plastic 60%, Organic 40%",301,Yes,No,2,Plastic,0.66,8.78,Yes
Apple iPhone 15 Var62,Electronics,Smartphone,0.169,"Aluminum 70%, Silicon 20%, Plastic 10%",5146,Yes,Yes,6,Cardboard,0.63,80.81,No
MacBook Air M2 Var62,Electronics,Laptop,1.261,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",5392,Yes,Yes,7,Cardboard,0.63,156.78,No
Samsung Galaxy S24 Var62,Electronics,Smartphone,0.165,"Aluminum 60%, Glass 30%, Plastic 10%",4990,Yes,Yes,6,Cardboard,0.61,67.82,No
HP Pavilion x360 Var62,Electronics,Laptop,1.722,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3834,Yes,Yes,5,Cardboard,0.65,129.02,No
Samsung 322L Refrigerator Var62,Electronics,Refrigerator,54.103,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1918,Yes,Yes,12,Plastic,0.58,285.22,No
Godrej 7 kg Washing Machine Var62,Electronics,Washing Machine,34.959,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1371,Yes,Yes,11,Plastic,0.54,255.85,No
Philips 9W LED Bulb Var62,Electronics,LED Bulb,0.081,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1078,Yes,No,6,Paper,0.75,10.44,Yes
Organic Bananas (1kg) Var62,Grocery,Bananas,0.993,Organic 100%,219,Yes,No,1,None,0.9,1.96,Yes
Amul Gold Milk 1L Var62,Grocery,Milk,1.026,"Organic 90%, Plastic 10%",492,No,No,1,Tetrapak,0.66,3.55,Yes
Khadi Natural Herbal Shampoo Var62,Personal Care,Shampoo,0.503,"Plastic 60%, Organic 40%",316,Yes,No,1,Plastic,0.62,8.43,Yes
Apple iPhone 15 Var63,Electronics,Smartphone,0.17,"Aluminum 70%, Silicon 20%, Plastic 10%",5149,Yes,Yes,5,Cardboard,0.61,79.83,No
MacBook Air M2 Var63,Electronics,Laptop,1.232,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4561,Yes,Yes,7,Cardboard,0.69,157.83,No
Samsung Galaxy S24 Var63,Electronics,Smartphone,0.169,"Aluminum 60%, Glass 30%, Plastic 10%",5316,Yes,Yes,5,Cardboard,0.66,71.28,No
HP Pavilion x360 Var63,Electronics,Laptop,1.67,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4209,Yes,Yes,5,Cardboard,0.64,140.24,No
Samsung 322L Refrigerator Var63,Electronics,Refrigerator,53.555,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1950,Yes,Yes,11,Plastic,0.54,306.38,No
Godrej 7 kg Washing Machine Var63,Electronics,Washing Machine,36.039,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1405,Yes,Yes,11,Plastic,0.61,242.36,No
Philips 9W LED Bulb Var63,Electronics,LED Bulb,0.078,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1080,Yes,No,5,Paper,0.67,10.49,Yes
Organic Bananas (1kg) Var63,Grocery,Bananas,0.998,Organic 100%,192,Yes,No,2,None,0.94,1.91,Yes
Amul Gold Milk 1L Var63,Grocery,Milk,1.053,"Organic 90%, Plastic 10%",466,No,No,1,Tetrapak,0.65,3.66,Yes
Khadi Natural Herbal Shampoo Var63,Personal Care,Shampoo,0.485,"Plastic 60%, Organic 40%",291,Yes,No,3,Plastic,0.64,8.16,Yes
Apple iPhone 15 Var64,Electronics,Smartphone,0.175,"Aluminum 70%, Silicon 20%, Plastic 10%",5104,Yes,Yes,7,Cardboard,0.66,79.25,No
MacBook Air M2 Var64,Electronics,Laptop,1.269,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4834,Yes,Yes,7,Cardboard,0.69,157.42,No
Samsung Galaxy S24 Var64,Electronics,Smartphone,0.173,"Aluminum 60%, Glass 30%, Plastic 10%",5446,Yes,Yes,5,Cardboard,0.6,72.9,No
HP Pavilion x360 Var64,Electronics,Laptop,1.717,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3913,Yes,Yes,7,Cardboard,0.62,130.28,No
Samsung 322L Refrigerator Var64,Electronics,Refrigerator,56.287,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1941,Yes,Yes,13,Plastic,0.61,292.24,No
Godrej 7 kg Washing Machine Var64,Electronics,Washing Machine,34.26,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1580,Yes,Yes,11,Plastic,0.57,243.92,No
Philips 9W LED Bulb Var64,Electronics,LED Bulb,0.08,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1053,Yes,No,4,Paper,0.73,9.68,Yes
Organic Bananas (1kg) Var64,Grocery,Bananas,0.971,Organic 100%,214,Yes,No,2,None,0.9,1.91,Yes
Amul Gold Milk 1L Var64,Grocery,Milk,1.019,"Organic 90%, Plastic 10%",529,No,No,1,Tetrapak,0.64,3.56,Yes
Khadi Natural Herbal Shampoo Var64,Personal Care,Shampoo,0.508,"Plastic 60%, Organic 40%",325,Yes,No,1,Plastic,0.65,8.92,Yes
Apple iPhone 15 Var65,Electronics,Smartphone,0.176,"Aluminum 70%, Silicon 20%, Plastic 10%",4580,Yes,Yes,5,Cardboard,0.63,76.8,No
MacBook Air M2 Var65,Electronics,Laptop,1.204,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4670,Yes,Yes,6,Cardboard,0.67,163.72,No
Samsung Galaxy S24 Var65,Electronics,Smartphone,0.164,"Aluminum 60%, Glass 30%, Plastic 10%",5011,Yes,Yes,7,Cardboard,0.66,69.46,No
HP Pavilion x360 Var65,Electronics,Laptop,1.661,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",3736,Yes,Yes,5,Cardboard,0.66,141.24,No
Samsung 322L Refrigerator Var65,Electronics,Refrigerator,55.456,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",1991,Yes,Yes,12,Plastic,0.58,294.25,No
Godrej 7 kg Washing Machine Var65,Electronics,Washing Machine,35.628,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1600,Yes,Yes,9,Plastic,0.57,261.77,No
Philips 9W LED Bulb Var65,Electronics,LED Bulb,0.078,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",996,Yes,No,5,Paper,0.73,10.05,Yes
Organic Bananas (1kg) Var65,Grocery,Bananas,0.97,Organic 100%,190,Yes,No,1,None,0.86,1.96,Yes
Amul Gold Milk 1L Var65,Grocery,Milk,1.049,"Organic 90%, Plastic 10%",505,No,No,1,Tetrapak,0.59,3.5,No
Khadi Natural Herbal Shampoo Var65,Personal Care,Shampoo,0.513,"Plastic 60%, Organic 40%",313,Yes,No,1,Plastic,0.7,8.76,Yes
Apple iPhone 15 Var66,Electronics,Smartphone,0.179,"Aluminum 70%, Silicon 20%, Plastic 10%",4828,Yes,Yes,5,Cardboard,0.64,81.36,No
MacBook Air M2 Var66,Electronics,Laptop,1.233,"Aluminum 65%, Silicon 20%, Plastic 10%, Steel 5%",4692,Yes,Yes,8,Cardboard,0.62,165.69,No
Samsung Galaxy S24 Var66,Electronics,Smartphone,0.169,"Aluminum 60%, Glass 30%, Plastic 10%",4936,Yes,Yes,6,Cardboard,0.69,72.83,No
HP Pavilion x360 Var66,Electronics,Laptop,1.728,"Aluminum 50%, Plastic 30%, Silicon 15%, Copper 5%",4332,Yes,Yes,6,Cardboard,0.67,135.15,No
Samsung 322L Refrigerator Var66,Electronics,Refrigerator,54.097,"Steel 50%, Plastic 30%, Copper 10%, Insulation Foam 10%",2138,Yes,Yes,13,Plastic,0.62,310.67,No
Godrej 7 kg Washing Machine Var66,Electronics,Washing Machine,35.801,"Steel 40%, Plastic 35%, Copper 15%, Drum Metal 10%",1579,Yes,Yes,9,Plastic,0.56,242.72,No
Philips 9W LED Bulb Var66,Electronics,LED Bulb,0.078,"Glass 50%, Plastic 30%, Copper 10%, Steel 10%",1066,Yes,No,4,Paper,0.68,9.79,Yes
Organic Bananas (1kg) Var66,Grocery,Bananas,0.993,Organic 100%,211,Yes,No,1,None,0.95,2.02,Yes
Amul Gold Milk 1L Var66,Grocery,Milk,1.059,"Organic 90%, Plastic 10%",521,No,No,1,Tetrapak,0.61,3.49,Yes
Khadi Natural Herbal Shampoo Var66,Personal Care,Shampoo,0.513,"Plastic 60%, Organic 40%",326,Yes,No,3,Plastic,0.61,8.11,Yes
Apple iPhone 15 Var67,Electronics,Smartphone,0.176,"Aluminum 70%, Silicon 20%, Plastic 10%",4809,Yes,Yes,5,Cardboard,0.66,81.93,No
